image,condition,classifier,gt_severity,original_pred,adverse_pred,prediction_consistent,original_correct,adverse_correct
kaggle_pic-175-_jpg.rf.9fc746d4865c11f38047cf383baa30a6,night,combined,2,1,1,1,0,0
kaggle_pic-175-_jpg.rf.9fc746d4865c11f38047cf383baa30a6,fog,depth_based,2,1,1,1,0,0
kaggle_pic-175-_jpg.rf.9fc746d4865c11f38047cf383baa30a6,fog,geometry_based,2,2,2,1,1,1
kaggle_pic-175-_jpg.rf.9fc746d4865c11f38047cf383baa30a6,fog,combined,2,1,1,1,0,0
kaggle_pic-175-_jpg.rf.9fc746d4865c11f38047cf383baa30a6,waterlogged,depth_based,2,1,1,1,0,0
kaggle_pic-175-_jpg.rf.9fc746d4865c11f38047cf383baa30a6,waterlogged,geometry_based,2,2,2,1,1,1
kaggle_pic-175-_jpg.rf.9fc746d4865c11f38047cf383baa30a6,waterlogged,combined,2,1,1,1,0,0
kaggle_pic-175-_jpg.rf.9fc746d4865c11f38047cf383baa30a6,shadow,depth_based,2,1,1,1,0,0
kaggle_pic-175-_jpg.rf.9fc746d4865c11f38047cf383baa30a6,shadow,geometry_based,2,2,2,1,1,1
kaggle_pic-175-_jpg.rf.9fc746d4865c11f38047cf383baa30a6,shadow,combined,2,1,1,1,0,0
kaggle_pic-178-_jpg.rf.2e27d006aec1544f1eec88d9170fd6ce,rain,depth_based,2,1,1,1,0,0
kaggle_pic-178-_jpg.rf.2e27d006aec1544f1eec88d9170fd6ce,rain,geometry_based,2,2,2,1,1,1
kaggle_pic-178-_jpg.rf.2e27d006aec1544f1eec88d9170fd6ce,rain,combined,2,1,1,1,0,0
kaggle_pic-178-_jpg.rf.2e27d006aec1544f1eec88d9170fd6ce,night,depth_based,2,1,1,1,0,0
kaggle_pic-178-_jpg.rf.2e27d006aec1544f1eec88d9170fd6ce,night,geometry_based,2,2,2,1,1,1
kaggle_pic-178-_jpg.rf.2e27d006aec1544f1eec88d9170fd6ce,night,combined,2,1,1,1,0,0
kaggle_pic-178-_jpg.rf.2e27d006aec1544f1eec88d9170fd6ce,fog,depth_based,2,1,1,1,0,0
kaggle_pic-178-_jpg.rf.2e27d006aec1544f1eec88d9170fd6ce,fog,geometry_based,2,2,2,1,1,1
kaggle_pic-178-_jpg.rf.2e27d006aec1544f1eec88d9170fd6ce,fog,combined,2,1,1,1,0,0
kaggle_pic-178-_jpg.rf.2e27d006aec1544f1eec88d9170fd6ce,waterlogged,depth_based,2,1,1,1,0,0
kaggle_pic-178-_jpg.rf.2e27d006aec1544f1eec88d9170fd6ce,waterlogged,geometry_based,2,2,2,1,1,1
kaggle_pic-178-_jpg.rf.2e27d006aec1544f1eec88d9170fd6ce,waterlogged,combined,2,1,1,1,0,0
kaggle_pic-178-_jpg.rf.2e27d006aec1544f1eec88d9170fd6ce,shadow,depth_based,2,1,1,1,0,0
kaggle_pic-178-_jpg.rf.2e27d006aec1544f1eec88d9170fd6ce,shadow,geometry_based,2,2,2,1,1,1
kaggle_pic-178-_jpg.rf.2e27d006aec1544f1eec88d9170fd6ce,shadow,combined,2,1,1,1,0,0
kaggle_pic-183-_jpg.rf.277cfed19f046acc63dc9640b239f1df,rain,depth_based,1,1,1,1,1,1
kaggle_pic-183-_jpg.rf.277cfed19f046acc63dc9640b239f1df,rain,geometry_based,1,2,2,1,0,0
kaggle_pic-183-_jpg.rf.277cfed19f046acc63dc9640b239f1df,rain,combined,1,1,1,1,1,1
kaggle_pic-183-_jpg.rf.277cfed19f046acc63dc9640b239f1df,night,depth_based,1,1,1,1,1,1
kaggle_pic-183-_jpg.rf.277cfed19f046acc63dc9640b239f1df,night,geometry_based,1,2,2,1,0,0
kaggle_pic-183-_jpg.rf.277cfed19f046acc63dc9640b239f1df,night,combined,1,1,1,1,1,1
kaggle_pic-183-_jpg.rf.277cfed19f046acc63dc9640b239f1df,fog,depth_based,1,1,1,1,1,1
kaggle_pic-183-_jpg.rf.277cfed19f046acc63dc9640b239f1df,fog,geometry_based,1,2,2,1,0,0
kaggle_pic-183-_jpg.rf.277cfed19f046acc63dc9640b239f1df,fog,combined,1,1,1,1,1,1
kaggle_pic-183-_jpg.rf.277cfed19f046acc63dc9640b239f1df,waterlogged,depth_based,1,1,1,1,1,1
kaggle_pic-183-_jpg.rf.277cfed19f046acc63dc9640b239f1df,waterlogged,geometry_based,1,2,2,1,0,0
kaggle_pic-183-_jpg.rf.277cfed19f046acc63dc9640b239f1df,waterlogged,combined,1,1,1,1,1,1
kaggle_pic-183-_jpg.rf.277cfed19f046acc63dc9640b239f1df,shadow,depth_based,1,1,1,1,1,1
kaggle_pic-183-_jpg.rf.277cfed19f046acc63dc9640b239f1df,shadow,geometry_based,1,2,2,1,0,0
kaggle_pic-183-_jpg.rf.277cfed19f046acc63dc9640b239f1df,shadow,combined,1,1,1,1,1,1
kaggle_pic-184-_jpg.rf.cb753b5f714073fc4a8c2de602386399,rain,depth_based,1,1,1,1,1,1
kaggle_pic-184-_jpg.rf.cb753b5f714073fc4a8c2de602386399,rain,geometry_based,1,2,2,1,0,0
kaggle_pic-184-_jpg.rf.cb753b5f714073fc4a8c2de602386399,rain,combined,1,1,1,1,1,1
kaggle_pic-184-_jpg.rf.cb753b5f714073fc4a8c2de602386399,night,depth_based,1,1,1,1,1,1
kaggle_pic-184-_jpg.rf.cb753b5f714073fc4a8c2de602386399,night,geometry_based,1,2,2,1,0,0
kaggle_pic-184-_jpg.rf.cb753b5f714073fc4a8c2de602386399,night,combined,1,1,1,1,1,1
kaggle_pic-184-_jpg.rf.cb753b5f714073fc4a8c2de602386399,fog,depth_based,1,1,1,1,1,1
kaggle_pic-184-_jpg.rf.cb753b5f714073fc4a8c2de602386399,fog,geometry_based,1,2,2,1,0,0
kaggle_pic-184-_jpg.rf.cb753b5f714073fc4a8c2de602386399,fog,combined,1,1,1,1,1,1
kaggle_pic-184-_jpg.rf.cb753b5f714073fc4a8c2de602386399,waterlogged,depth_based,1,1,1,1,1,1
kaggle_pic-184-_jpg.rf.cb753b5f714073fc4a8c2de602386399,waterlogged,geometry_based,1,2,2,1,0,0
kaggle_pic-184-_jpg.rf.cb753b5f714073fc4a8c2de602386399,waterlogged,combined,1,1,1,1,1,1
kaggle_pic-184-_jpg.rf.cb753b5f714073fc4a8c2de602386399,shadow,depth_based,1,1,1,1,1,1
kaggle_pic-184-_jpg.rf.cb753b5f714073fc4a8c2de602386399,shadow,geometry_based,1,2,2,1,0,0
kaggle_pic-184-_jpg.rf.cb753b5f714073fc4a8c2de602386399,shadow,combined,1,1,1,1,1,1
kaggle_pic-192-_jpg.rf.e0b55409488785e7156677026d372c23,rain,depth_based,0,1,1,1,0,0
kaggle_pic-192-_jpg.rf.e0b55409488785e7156677026d372c23,rain,geometry_based,0,2,2,1,0,0
kaggle_pic-192-_jpg.rf.e0b55409488785e7156677026d372c23,rain,combined,0,1,1,1,0,0
kaggle_pic-192-_jpg.rf.e0b55409488785e7156677026d372c23,night,depth_based,0,1,1,1,0,0
kaggle_pic-192-_jpg.rf.e0b55409488785e7156677026d372c23,night,geometry_based,0,2,2,1,0,0
kaggle_pic-192-_jpg.rf.e0b55409488785e7156677026d372c23,night,combined,0,1,1,1,0,0
kaggle_pic-192-_jpg.rf.e0b55409488785e7156677026d372c23,fog,depth_based,0,1,1,1,0,0
kaggle_pic-192-_jpg.rf.e0b55409488785e7156677026d372c23,fog,geometry_based,0,2,2,1,0,0
kaggle_pic-192-_jpg.rf.e0b55409488785e7156677026d372c23,fog,combined,0,1,1,1,0,0
kaggle_pic-192-_jpg.rf.e0b55409488785e7156677026d372c23,waterlogged,depth_based,0,1,1,1,0,0
kaggle_pic-192-_jpg.rf.e0b55409488785e7156677026d372c23,waterlogged,geometry_based,0,2,2,1,0,0
kaggle_pic-192-_jpg.rf.e0b55409488785e7156677026d372c23,waterlogged,combined,0,1,1,1,0,0
kaggle_pic-192-_jpg.rf.e0b55409488785e7156677026d372c23,shadow,depth_based,0,1,1,1,0,0
kaggle_pic-192-_jpg.rf.e0b55409488785e7156677026d372c23,shadow,geometry_based,0,2,2,1,0,0
kaggle_pic-192-_jpg.rf.e0b55409488785e7156677026d372c23,shadow,combined,0,1,1,1,0,0
kaggle_pic-193-_jpg.rf.4520ff34079afc8e9f9b50a633c08876,rain,depth_based,2,1,1,1,0,0
kaggle_pic-193-_jpg.rf.4520ff34079afc8e9f9b50a633c08876,rain,geometry_based,2,2,2,1,1,1
kaggle_pic-193-_jpg.rf.4520ff34079afc8e9f9b50a633c08876,rain,combined,2,1,1,1,0,0
kaggle_pic-193-_jpg.rf.4520ff34079afc8e9f9b50a633c08876,night,depth_based,2,1,1,1,0,0
kaggle_pic-193-_jpg.rf.4520ff34079afc8e9f9b50a633c08876,night,geometry_based,2,2,2,1,1,1
kaggle_pic-193-_jpg.rf.4520ff34079afc8e9f9b50a633c08876,night,combined,2,1,1,1,0,0
kaggle_pic-193-_jpg.rf.4520ff34079afc8e9f9b50a633c08876,fog,depth_based,2,1,1,1,0,0
kaggle_pic-193-_jpg.rf.4520ff34079afc8e9f9b50a633c08876,fog,geometry_based,2,2,2,1,1,1
kaggle_pic-193-_jpg.rf.4520ff34079afc8e9f9b50a633c08876,fog,combined,2,1,1,1,0,0
kaggle_pic-193-_jpg.rf.4520ff34079afc8e9f9b50a633c08876,waterlogged,depth_based,2,1,1,1,0,0
kaggle_pic-193-_jpg.rf.4520ff34079afc8e9f9b50a633c08876,waterlogged,geometry_based,2,2,2,1,1,1
kaggle_pic-193-_jpg.rf.4520ff34079afc8e9f9b50a633c08876,waterlogged,combined,2,1,1,1,0,0
kaggle_pic-193-_jpg.rf.4520ff34079afc8e9f9b50a633c08876,shadow,depth_based,2,1,1,1,0,0
kaggle_pic-193-_jpg.rf.4520ff34079afc8e9f9b50a633c08876,shadow,geometry_based,2,2,2,1,1,1
kaggle_pic-193-_jpg.rf.4520ff34079afc8e9f9b50a633c08876,shadow,combined,2,1,1,1,0,0
kaggle_pic-20-_jpg.rf.4b34591f154f226347c9ca9dfb33b2e4,rain,depth_based,2,1,1,1,0,0
kaggle_pic-20-_jpg.rf.4b34591f154f226347c9ca9dfb33b2e4,rain,geometry_based,2,2,2,1,1,1
kaggle_pic-20-_jpg.rf.4b34591f154f226347c9ca9dfb33b2e4,rain,combined,2,1,1,1,0,0
kaggle_pic-20-_jpg.rf.4b34591f154f226347c9ca9dfb33b2e4,night,depth_based,2,1,1,1,0,0
kaggle_pic-20-_jpg.rf.4b34591f154f226347c9ca9dfb33b2e4,night,geometry_based,2,2,2,1,1,1
kaggle_pic-20-_jpg.rf.4b34591f154f226347c9ca9dfb33b2e4,night,combined,2,1,1,1,0,0
kaggle_pic-20-_jpg.rf.4b34591f154f226347c9ca9dfb33b2e4,fog,depth_based,2,1,1,1,0,0
kaggle_pic-20-_jpg.rf.4b34591f154f226347c9ca9dfb33b2e4,fog,geometry_based,2,2,2,1,1,1
kaggle_pic-20-_jpg.rf.4b34591f154f226347c9ca9dfb33b2e4,fog,combined,2,1,1,1,0,0
kaggle_pic-20-_jpg.rf.4b34591f154f226347c9ca9dfb33b2e4,waterlogged,depth_based,2,1,1,1,0,0
kaggle_pic-20-_jpg.rf.4b34591f154f226347c9ca9dfb33b2e4,waterlogged,geometry_based,2,2,2,1,1,1
kaggle_pic-20-_jpg.rf.4b34591f154f226347c9ca9dfb33b2e4,waterlogged,combined,2,1,1,1,0,0
kaggle_pic-20-_jpg.rf.4b34591f154f226347c9ca9dfb33b2e4,shadow,depth_based,2,1,1,1,0,0
kaggle_pic-20-_jpg.rf.4b34591f154f226347c9ca9dfb33b2e4,shadow,geometry_based,2,2,2,1,1,1
kaggle_pic-20-_jpg.rf.4b34591f154f226347c9ca9dfb33b2e4,shadow,combined,2,1,1,1,0,0
kaggle_pic-202-_jpg.rf.8c64ec46a9e120007c12c2e4841c9555,rain,depth_based,2,1,1,1,0,0
kaggle_pic-202-_jpg.rf.8c64ec46a9e120007c12c2e4841c9555,rain,geometry_based,2,2,2,1,1,1
kaggle_pic-202-_jpg.rf.8c64ec46a9e120007c12c2e4841c9555,rain,combined,2,1,1,1,0,0
kaggle_pic-202-_jpg.rf.8c64ec46a9e120007c12c2e4841c9555,night,depth_based,2,1,1,1,0,0
kaggle_pic-202-_jpg.rf.8c64ec46a9e120007c12c2e4841c9555,night,geometry_based,2,2,2,1,1,1
kaggle_pic-202-_jpg.rf.8c64ec46a9e120007c12c2e4841c9555,night,combined,2,1,1,1,0,0
kaggle_pic-202-_jpg.rf.8c64ec46a9e120007c12c2e4841c9555,fog,depth_based,2,1,1,1,0,0
kaggle_pic-202-_jpg.rf.8c64ec46a9e120007c12c2e4841c9555,fog,geometry_based,2,2,2,1,1,1
kaggle_pic-202-_jpg.rf.8c64ec46a9e120007c12c2e4841c9555,fog,combined,2,1,1,1,0,0
kaggle_pic-202-_jpg.rf.8c64ec46a9e120007c12c2e4841c9555,waterlogged,depth_based,2,1,1,1,0,0
kaggle_pic-202-_jpg.rf.8c64ec46a9e120007c12c2e4841c9555,waterlogged,geometry_based,2,2,2,1,1,1
kaggle_pic-202-_jpg.rf.8c64ec46a9e120007c12c2e4841c9555,waterlogged,combined,2,1,1,1,0,0
kaggle_pic-202-_jpg.rf.8c64ec46a9e120007c12c2e4841c9555,shadow,depth_based,2,1,1,1,0,0
kaggle_pic-202-_jpg.rf.8c64ec46a9e120007c12c2e4841c9555,shadow,geometry_based,2,2,2,1,1,1
kaggle_pic-202-_jpg.rf.8c64ec46a9e120007c12c2e4841c9555,shadow,combined,2,1,1,1,0,0
kaggle_pic-204-_jpg.rf.c3990b25e295bfd6b4605c6305cce37c,rain,depth_based,1,1,1,1,1,1
kaggle_pic-204-_jpg.rf.c3990b25e295bfd6b4605c6305cce37c,rain,geometry_based,1,2,2,1,0,0
kaggle_pic-204-_jpg.rf.c3990b25e295bfd6b4605c6305cce37c,rain,combined,1,1,1,1,1,1
kaggle_pic-204-_jpg.rf.c3990b25e295bfd6b4605c6305cce37c,night,depth_based,1,1,1,1,1,1
kaggle_pic-204-_jpg.rf.c3990b25e295bfd6b4605c6305cce37c,night,geometry_based,1,2,2,1,0,0
kaggle_pic-204-_jpg.rf.c3990b25e295bfd6b4605c6305cce37c,night,combined,1,1,1,1,1,1
kaggle_pic-204-_jpg.rf.c3990b25e295bfd6b4605c6305cce37c,fog,depth_based,1,1,1,1,1,1
kaggle_pic-204-_jpg.rf.c3990b25e295bfd6b4605c6305cce37c,fog,geometry_based,1,2,2,1,0,0
kaggle_pic-204-_jpg.rf.c3990b25e295bfd6b4605c6305cce37c,fog,combined,1,1,1,1,1,1
kaggle_pic-204-_jpg.rf.c3990b25e295bfd6b4605c6305cce37c,waterlogged,depth_based,1,1,1,1,1,1
kaggle_pic-204-_jpg.rf.c3990b25e295bfd6b4605c6305cce37c,waterlogged,geometry_based,1,2,2,1,0,0
kaggle_pic-204-_jpg.rf.c3990b25e295bfd6b4605c6305cce37c,waterlogged,combined,1,1,1,1,1,1
kaggle_pic-204-_jpg.rf.c3990b25e295bfd6b4605c6305cce37c,shadow,depth_based,1,1,1,1,1,1
kaggle_pic-204-_jpg.rf.c3990b25e295bfd6b4605c6305cce37c,shadow,geometry_based,1,2,2,1,0,0
kaggle_pic-204-_jpg.rf.c3990b25e295bfd6b4605c6305cce37c,shadow,combined,1,1,1,1,1,1
kaggle_pic-205-_jpg.rf.cf4be807bced55552b98c208585d2c56,rain,depth_based,2,1,1,1,0,0
kaggle_pic-205-_jpg.rf.cf4be807bced55552b98c208585d2c56,rain,geometry_based,2,2,2,1,1,1
kaggle_pic-205-_jpg.rf.cf4be807bced55552b98c208585d2c56,rain,combined,2,1,1,1,0,0
kaggle_pic-205-_jpg.rf.cf4be807bced55552b98c208585d2c56,night,depth_based,2,1,1,1,0,0
kaggle_pic-205-_jpg.rf.cf4be807bced55552b98c208585d2c56,night,geometry_based,2,2,2,1,1,1
kaggle_pic-205-_jpg.rf.cf4be807bced55552b98c208585d2c56,night,combined,2,1,1,1,0,0
kaggle_pic-205-_jpg.rf.cf4be807bced55552b98c208585d2c56,fog,depth_based,2,1,1,1,0,0
kaggle_pic-205-_jpg.rf.cf4be807bced55552b98c208585d2c56,fog,geometry_based,2,2,2,1,1,1
kaggle_pic-205-_jpg.rf.cf4be807bced55552b98c208585d2c56,fog,combined,2,1,1,1,0,0
kaggle_pic-205-_jpg.rf.cf4be807bced55552b98c208585d2c56,waterlogged,depth_based,2,1,1,1,0,0
kaggle_pic-205-_jpg.rf.cf4be807bced55552b98c208585d2c56,waterlogged,geometry_based,2,2,2,1,1,1
kaggle_pic-205-_jpg.rf.cf4be807bced55552b98c208585d2c56,waterlogged,combined,2,1,1,1,0,0
kaggle_pic-205-_jpg.rf.cf4be807bced55552b98c208585d2c56,shadow,depth_based,2,1,1,1,0,0
kaggle_pic-205-_jpg.rf.cf4be807bced55552b98c208585d2c56,shadow,geometry_based,2,2,2,1,1,1
kaggle_pic-205-_jpg.rf.cf4be807bced55552b98c208585d2c56,shadow,combined,2,1,1,1,0,0
kaggle_pic-209-_jpg.rf.533a84bcc43e29e16c0f80069ee7f8df,rain,depth_based,0,1,1,1,0,0
kaggle_pic-209-_jpg.rf.533a84bcc43e29e16c0f80069ee7f8df,rain,geometry_based,0,2,2,1,0,0
kaggle_pic-209-_jpg.rf.533a84bcc43e29e16c0f80069ee7f8df,rain,combined,0,1,1,1,0,0
kaggle_pic-209-_jpg.rf.533a84bcc43e29e16c0f80069ee7f8df,night,depth_based,0,1,1,1,0,0
kaggle_pic-209-_jpg.rf.533a84bcc43e29e16c0f80069ee7f8df,night,geometry_based,0,2,2,1,0,0
kaggle_pic-209-_jpg.rf.533a84bcc43e29e16c0f80069ee7f8df,night,combined,0,1,1,1,0,0
kaggle_pic-209-_jpg.rf.533a84bcc43e29e16c0f80069ee7f8df,fog,depth_based,0,1,1,1,0,0
kaggle_pic-209-_jpg.rf.533a84bcc43e29e16c0f80069ee7f8df,fog,geometry_based,0,2,2,1,0,0
kaggle_pic-209-_jpg.rf.533a84bcc43e29e16c0f80069ee7f8df,fog,combined,0,1,1,1,0,0
kaggle_pic-209-_jpg.rf.533a84bcc43e29e16c0f80069ee7f8df,waterlogged,depth_based,0,1,1,1,0,0
kaggle_pic-209-_jpg.rf.533a84bcc43e29e16c0f80069ee7f8df,waterlogged,geometry_based,0,2,2,1,0,0
kaggle_pic-209-_jpg.rf.533a84bcc43e29e16c0f80069ee7f8df,waterlogged,combined,0,1,1,1,0,0
kaggle_pic-209-_jpg.rf.533a84bcc43e29e16c0f80069ee7f8df,shadow,depth_based,0,1,1,1,0,0
kaggle_pic-209-_jpg.rf.533a84bcc43e29e16c0f80069ee7f8df,shadow,geometry_based,0,2,2,1,0,0
kaggle_pic-209-_jpg.rf.533a84bcc43e29e16c0f80069ee7f8df,shadow,combined,0,1,1,1,0,0
kaggle_pic-22-_jpg.rf.aec225ee7ab2b5f7791d6579b213600b,rain,depth_based,2,1,1,1,0,0
kaggle_pic-22-_jpg.rf.aec225ee7ab2b5f7791d6579b213600b,rain,geometry_based,2,2,2,1,1,1
kaggle_pic-22-_jpg.rf.aec225ee7ab2b5f7791d6579b213600b,rain,combined,2,1,1,1,0,0
kaggle_pic-22-_jpg.rf.aec225ee7ab2b5f7791d6579b213600b,night,depth_based,2,1,1,1,0,0
kaggle_pic-22-_jpg.rf.aec225ee7ab2b5f7791d6579b213600b,night,geometry_based,2,2,2,1,1,1
kaggle_pic-22-_jpg.rf.aec225ee7ab2b5f7791d6579b213600b,night,combined,2,1,1,1,0,0
kaggle_pic-22-_jpg.rf.aec225ee7ab2b5f7791d6579b213600b,fog,depth_based,2,1,1,1,0,0
kaggle_pic-22-_jpg.rf.aec225ee7ab2b5f7791d6579b213600b,fog,geometry_based,2,2,2,1,1,1
kaggle_pic-22-_jpg.rf.aec225ee7ab2b5f7791d6579b213600b,fog,combined,2,1,1,1,0,0
kaggle_pic-22-_jpg.rf.aec225ee7ab2b5f7791d6579b213600b,waterlogged,depth_based,2,1,1,1,0,0
kaggle_pic-22-_jpg.rf.aec225ee7ab2b5f7791d6579b213600b,waterlogged,geometry_based,2,2,2,1,1,1
kaggle_pic-22-_jpg.rf.aec225ee7ab2b5f7791d6579b213600b,waterlogged,combined,2,1,1,1,0,0
kaggle_pic-22-_jpg.rf.aec225ee7ab2b5f7791d6579b213600b,shadow,depth_based,2,1,1,1,0,0
kaggle_pic-22-_jpg.rf.aec225ee7ab2b5f7791d6579b213600b,shadow,geometry_based,2,2,2,1,1,1
kaggle_pic-22-_jpg.rf.aec225ee7ab2b5f7791d6579b213600b,shadow,combined,2,1,1,1,0,0
kaggle_pic-225-_jpg.rf.38cc0deddb897c98814f644451130bb7,rain,depth_based,1,1,1,1,1,1
kaggle_pic-225-_jpg.rf.38cc0deddb897c98814f644451130bb7,rain,geometry_based,1,2,2,1,0,0
kaggle_pic-225-_jpg.rf.38cc0deddb897c98814f644451130bb7,rain,combined,1,1,1,1,1,1
kaggle_pic-225-_jpg.rf.38cc0deddb897c98814f644451130bb7,night,depth_based,1,1,1,1,1,1
kaggle_pic-225-_jpg.rf.38cc0deddb897c98814f644451130bb7,night,geometry_based,1,2,2,1,0,0
kaggle_pic-225-_jpg.rf.38cc0deddb897c98814f644451130bb7,night,combined,1,1,1,1,1,1
kaggle_pic-225-_jpg.rf.38cc0deddb897c98814f644451130bb7,fog,depth_based,1,1,1,1,1,1
kaggle_pic-225-_jpg.rf.38cc0deddb897c98814f644451130bb7,fog,geometry_based,1,2,2,1,0,0
kaggle_pic-225-_jpg.rf.38cc0deddb897c98814f644451130bb7,fog,combined,1,1,1,1,1,1
kaggle_pic-225-_jpg.rf.38cc0deddb897c98814f644451130bb7,waterlogged,depth_based,1,1,1,1,1,1
kaggle_pic-225-_jpg.rf.38cc0deddb897c98814f644451130bb7,waterlogged,geometry_based,1,2,2,1,0,0
kaggle_pic-225-_jpg.rf.38cc0deddb897c98814f644451130bb7,waterlogged,combined,1,1,1,1,1,1
kaggle_pic-225-_jpg.rf.38cc0deddb897c98814f644451130bb7,shadow,depth_based,1,1,1,1,1,1
kaggle_pic-225-_jpg.rf.38cc0deddb897c98814f644451130bb7,shadow,geometry_based,1,2,2,1,0,0
kaggle_pic-225-_jpg.rf.38cc0deddb897c98814f644451130bb7,shadow,combined,1,1,1,1,1,1
kaggle_pic-228-_jpg.rf.4dcc6aa7dfc0c9a59a7f033e2ed12413,rain,depth_based,2,1,1,1,0,0
kaggle_pic-228-_jpg.rf.4dcc6aa7dfc0c9a59a7f033e2ed12413,rain,geometry_based,2,2,2,1,1,1
kaggle_pic-228-_jpg.rf.4dcc6aa7dfc0c9a59a7f033e2ed12413,rain,combined,2,1,1,1,0,0
kaggle_pic-228-_jpg.rf.4dcc6aa7dfc0c9a59a7f033e2ed12413,night,depth_based,2,1,1,1,0,0
kaggle_pic-228-_jpg.rf.4dcc6aa7dfc0c9a59a7f033e2ed12413,night,geometry_based,2,2,2,1,1,1
kaggle_pic-228-_jpg.rf.4dcc6aa7dfc0c9a59a7f033e2ed12413,night,combined,2,1,1,1,0,0
kaggle_pic-228-_jpg.rf.4dcc6aa7dfc0c9a59a7f033e2ed12413,fog,depth_based,2,1,1,1,0,0
kaggle_pic-228-_jpg.rf.4dcc6aa7dfc0c9a59a7f033e2ed12413,fog,geometry_based,2,2,2,1,1,1
kaggle_pic-228-_jpg.rf.4dcc6aa7dfc0c9a59a7f033e2ed12413,fog,combined,2,1,1,1,0,0
kaggle_pic-228-_jpg.rf.4dcc6aa7dfc0c9a59a7f033e2ed12413,waterlogged,depth_based,2,1,1,1,0,0
kaggle_pic-228-_jpg.rf.4dcc6aa7dfc0c9a59a7f033e2ed12413,waterlogged,geometry_based,2,2,2,1,1,1
kaggle_pic-228-_jpg.rf.4dcc6aa7dfc0c9a59a7f033e2ed12413,waterlogged,combined,2,1,1,1,0,0
kaggle_pic-228-_jpg.rf.4dcc6aa7dfc0c9a59a7f033e2ed12413,shadow,depth_based,2,1,1,1,0,0
kaggle_pic-228-_jpg.rf.4dcc6aa7dfc0c9a59a7f033e2ed12413,shadow,geometry_based,2,2,2,1,1,1
kaggle_pic-228-_jpg.rf.4dcc6aa7dfc0c9a59a7f033e2ed12413,shadow,combined,2,1,1,1,0,0
kaggle_pic-230-_jpg.rf.ffe557c4b95e23f1a4323cf7768060f2,rain,depth_based,2,1,1,1,0,0
kaggle_pic-230-_jpg.rf.ffe557c4b95e23f1a4323cf7768060f2,rain,geometry_based,2,2,2,1,1,1
kaggle_pic-230-_jpg.rf.ffe557c4b95e23f1a4323cf7768060f2,rain,combined,2,1,1,1,0,0
kaggle_pic-230-_jpg.rf.ffe557c4b95e23f1a4323cf7768060f2,night,depth_based,2,1,1,1,0,0
kaggle_pic-230-_jpg.rf.ffe557c4b95e23f1a4323cf7768060f2,night,geometry_based,2,2,2,1,1,1
kaggle_pic-230-_jpg.rf.ffe557c4b95e23f1a4323cf7768060f2,night,combined,2,1,1,1,0,0
kaggle_pic-230-_jpg.rf.ffe557c4b95e23f1a4323cf7768060f2,fog,depth_based,2,1,1,1,0,0
kaggle_pic-230-_jpg.rf.ffe557c4b95e23f1a4323cf7768060f2,fog,geometry_based,2,2,2,1,1,1
kaggle_pic-230-_jpg.rf.ffe557c4b95e23f1a4323cf7768060f2,fog,combined,2,1,1,1,0,0
kaggle_pic-230-_jpg.rf.ffe557c4b95e23f1a4323cf7768060f2,waterlogged,depth_based,2,1,1,1,0,0
kaggle_pic-230-_jpg.rf.ffe557c4b95e23f1a4323cf7768060f2,waterlogged,geometry_based,2,2,2,1,1,1
kaggle_pic-230-_jpg.rf.ffe557c4b95e23f1a4323cf7768060f2,waterlogged,combined,2,1,1,1,0,0
kaggle_pic-230-_jpg.rf.ffe557c4b95e23f1a4323cf7768060f2,shadow,depth_based,2,1,1,1,0,0
kaggle_pic-230-_jpg.rf.ffe557c4b95e23f1a4323cf7768060f2,shadow,geometry_based,2,2,2,1,1,1
kaggle_pic-230-_jpg.rf.ffe557c4b95e23f1a4323cf7768060f2,shadow,combined,2,1,1,1,0,0
